,name,genre,type,anime_name,anime_size,popularity,combined,id
3355,vandreadgekitouhen,"['action', ' adventure', ' comedy', ' ecchi', ' mecha', ' sci-fi', ' space']",OVA,Vandread: Gekitou-hen,tiny,moderate, vandreadgekitouhen action  adventure  comedy  ecchi  mecha  sci-fi  space OVA tiny moderate ,3354
3356,wakabagirlonsentsukaritai,"['comedy', ' slice of life']",Special,Wakaba Girl: Onsen Tsukaritai,tiny,moderate, wakabagirlonsentsukaritai comedy  slice of life Special tiny moderate ,3355
3357,weikreuzova,"['action', ' drama']",OVA,Weiß Kreuz OVA,small,moderate, weikreuzova action  drama OVA small moderate ,3356
3358,zoneoftheendersidolo,"['action', ' drama', ' mecha', ' military', ' romance', ' sci-fi', ' space']",OVA,Zone of the Enders: Idolo,tiny,moderate, zoneoftheendersidolo action  drama  mecha  military  romance  sci-fi  space OVA tiny moderate ,3357
3359,aldnoahzeroextraarchives,"['action', ' mecha', ' sci-fi']",Special,Aldnoah Zero Extra Archives,tiny,moderate, aldnoahzeroextraarchives action  mecha  sci-fi Special tiny moderate ,3358
3360,aokiryuuseisptlayznerova,"['action', ' mecha', ' military', ' sci-fi', ' shounen', ' space']",OVA,Aoki Ryuusei SPT Layzner OVA,small,low, aokiryuuseisptlayznerova action  mecha  military  sci-fi  shounen  space OVA small low ,3359
3361,armitageiiidualmatrix,"['action', ' adventure', ' mecha', ' sci-fi']",Movie,Armitage III: Dual-Matrix,tiny,high, armitageiiidualmatrix action  adventure  mecha  sci-fi Movie tiny high ,3360
3362,bloodthelastvampire,"['horror', ' supernatural', ' vampire']",Movie,Blood: The Last Vampire,tiny,high, bloodthelastvampire horror  supernatural  vampire Movie tiny high ,3361
3363,captaintsubasasaikyounotekihollandyouth,"['action', ' shounen', ' sports']",OVA,Captain Tsubasa: Saikyou no Teki  Holland Youth,tiny,moderate, captaintsubasasaikyounotekihollandyouth action  shounen  sports OVA tiny moderate ,3362
3364,chouhatsumeiboykanipan,"['adventure', ' comedy', ' mecha', ' romance']",TV,Chou Hatsumei Boy Kanipan,small,low, chouhatsumeiboykanipan adventure  comedy  mecha  romance TV small low ,3363
3365,cootooiumikarakitacoo,"['adventure', ' drama', ' mystery', ' slice of life']",Movie,Coo: Tooi Umi kara Kita Coo,tiny,low, cootooiumikarakitacoo adventure  drama  mystery  slice of life Movie tiny low ,3364
3366,crusherjoethemovie,"['action', ' adventure', ' sci-fi', ' space']",Movie,Crusher Joe: The Movie,tiny,moderate, crusherjoethemovie action  adventure  sci-fi  space Movie tiny moderate ,3365
3367,fateprototype,"['action', ' fantasy', ' magic', ' romance', ' shounen', ' supernatural']",OVA,Fate/Prototype,tiny,high, fateprototype action  fantasy  magic  romance  shounen  supernatural OVA tiny high ,3366
3368,flagdirector039seditionissenmannokufuranokiroku,['action'],Movie,Flag Director  039 s Edition: Issenman no Kufura no Kiroku,tiny,low, flagdirector039seditionissenmannokufuranokiroku action Movie tiny low ,3367
3369,gingatetsudou999eiennotabibitoemeraldas,"['sci-fi', ' space']",Special,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,tiny,low, gingatetsudou999eiennotabibitoemeraldas sci-fi  space Special tiny low ,3368
3370,gingatetsudoumonogatariwasureraretatokinowakusei,"['drama', ' sci-fi', ' space']",OVA,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,small,moderate, gingatetsudoumonogatariwasureraretatokinowakusei drama  sci-fi  space OVA small moderate ,3369
3371,gyoutenningenbatsealer,"['action', ' adventure', ' fantasy', ' magic']",TV,Gyouten Ningen Batsealer,medium,low, gyoutenningenbatsealer action  adventure  fantasy  magic TV medium low ,3370
3372,hakabakitarou,"['horror', ' supernatural']",TV,Hakaba Kitarou,small,moderate, hakabakitarou horror  supernatural TV small moderate ,3371
3373,harukanarutokinonakade3kurenainotsuki,"['action', ' fantasy', ' historical', ' military', ' shoujo']",Special,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,tiny,moderate, harukanarutokinonakade3kurenainotsuki action  fantasy  historical  military  shoujo Special tiny moderate ,3372
3374,harukanarutokinonakade3kurenainotsukispecial,"['comedy', ' fantasy', ' shoujo']",Special,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,tiny,moderate, harukanarutokinonakade3kurenainotsukispecial comedy  fantasy  shoujo Special tiny moderate ,3373
3375,himoutoumaruchans,"['comedy', ' seinen', ' slice of life']",Special,Himouto  Umaru-chanS,small,high, himoutoumaruchans comedy  seinen  slice of life Special small high ,3374
3376,hurricanelive2032,['music'],Special,Hurricane Live  2032,small,moderate, hurricanelive2032 music Special small moderate ,3375
3377,hyakkaryouransamuraigirls,"['action', ' comedy', ' ecchi', ' harem', ' samurai', ' school']",TV,Hyakka Ryouran: Samurai Girls,small,high, hyakkaryouransamuraigirls action  comedy  ecchi  harem  samurai  school TV small high ,3376
3378,ichigo100special2,"['comedy', ' ecchi', ' romance', ' shounen']",Special,Ichigo 100  Special 2,tiny,high, ichigo100special2 comedy  ecchi  romance  shounen Special tiny high ,3377
3379,kamisamanoinainichiyoubikioku,"['fantasy', ' mystery']",Special,Kamisama no Inai Nichiyoubi: Kioku,tiny,high, kamisamanoinainichiyoubikioku fantasy  mystery Special tiny high ,3378
3380,kanamemo,"['comedy', ' ecchi', ' shoujo ai', ' slice of life']",TV,Kanamemo,small,high, kanamemo comedy  ecchi  shoujo ai  slice of life TV small high ,3379
3381,lupiniiitouhoukenbunrokuanotherpage,"['action', ' adventure', ' comedy', ' mystery', ' shounen']",Special,Lupin III: Touhou Kenbunroku - Another Page,tiny,moderate, lupiniiitouhoukenbunrokuanotherpage action  adventure  comedy  mystery  shounen Special tiny moderate ,3380
3382,maburaho,"['comedy', ' drama', ' ecchi', ' harem', ' magic', ' romance', ' school']",TV,Maburaho,small,high, maburaho comedy  drama  ecchi  harem  magic  romance  school TV small high ,3381
3383,mermaidforestova,"['drama', ' fantasy', ' horror', ' mystery']",OVA,Mermaid Forest OVA,tiny,moderate, mermaidforestova drama  fantasy  horror  mystery OVA tiny moderate ,3382
3384,mizuirojidai,"['shoujo', ' slice of life']",TV,Mizuiro Jidai,small,moderate, mizuirojidai shoujo  slice of life TV small moderate ,3383
3385,moshidora,"['drama', ' sports']",TV,Moshidora,small,high, moshidora drama  sports TV small high ,3384
3386,neoangeliqueabyss,"['comedy', ' fantasy', ' harem', ' romance', ' shoujo']",TV,Neo Angelique Abyss,small,high, neoangeliqueabyss comedy  fantasy  harem  romance  shoujo TV small high ,3385
3387,ninpuukamuigaiden,"['action', ' adventure', ' historical', ' martial arts', ' samurai']",TV,Ninpuu Kamui Gaiden,small,low, ninpuukamuigaiden action  adventure  historical  martial arts  samurai TV small low ,3386
3388,sakurataisen,"['adventure', ' mecha', ' sci-fi', ' shounen']",TV,Sakura Taisen,small,high, sakurataisen adventure  mecha  sci-fi  shounen TV small high ,3387
3389,sakurataisengoukakenran,"['adventure', ' mecha', ' sci-fi', ' shounen']",OVA,Sakura Taisen: Gouka Kenran,small,moderate, sakurataisengoukakenran adventure  mecha  sci-fi  shounen OVA small moderate ,3388
3390,seigiwoaisurumonogekkoukamen,"['action', ' mystery']",TV,Seigi wo Aisuru Mono Gekkou Kamen,small,low, seigiwoaisurumonogekkoukamen action  mystery TV small low ,3389
3391,siriusnodensetsu,"['drama', ' fantasy', ' romance']",Movie,Sirius no Densetsu,tiny,moderate, siriusnodensetsu drama  fantasy  romance Movie tiny moderate ,3390
3392,swordartonlineextraedition,"['action', ' adventure', ' fantasy', ' game', ' romance']",Special,Sword Art Online: Extra Edition,tiny,veryhigh, swordartonlineextraedition action  adventure  fantasy  game  romance Special tiny veryhigh ,3391
3393,thermaeromaespecials,"['comedy', ' historical', ' seinen']",Special,Thermae Romae Specials,small,moderate, thermaeromaespecials comedy  historical  seinen Special small moderate ,3392
3394,touch3kimigatoorisugitaatonidon039tpassmeby,"['drama', ' school', ' sports']",Movie,Touch 3: Kimi ga Toorisugita Ato ni - Don  039 t Pass Me By,tiny,moderate, touch3kimigatoorisugitaatonidon039tpassmeby drama  school  sports Movie tiny moderate ,3393
3395,ufoprincessvalkyriespecial,"['comedy', ' romance', ' sci-fi']",Special,UFO Princess Valkyrie: Special,tiny,moderate, ufoprincessvalkyriespecial comedy  romance  sci-fi Special tiny moderate ,3394
3396,uruseiyatsuraharudatobidase,"['action', ' adventure', ' comedy', ' drama', ' romance', ' sci-fi']",Special,Urusei Yatsura: Haru da  Tobidase ,small,moderate, uruseiyatsuraharudatobidase action  adventure  comedy  drama  romance  sci-fi Special small moderate ,3395
3397,wakabagirl,"['comedy', ' school', ' slice of life']",TV,Wakaba Girl,small,high, wakabagirl comedy  school  slice of life TV small high ,3396
3398,zetman,"['action', ' drama', ' horror', ' romance', ' sci-fi', ' seinen', ' supernatural']",TV,Zetman,small,high, zetman action  drama  horror  romance  sci-fi  seinen  supernatural TV small high ,3397
3399,alpsnoshoujoheidi1979,"['drama', ' historical', ' slice of life']",Movie,Alps no Shoujo Heidi (1979),tiny,moderate, alpsnoshoujoheidi1979 drama  historical  slice of life Movie tiny moderate ,3398
3400,aoiblink,"['adventure', ' fantasy']",TV,Aoi Blink,small,low, aoiblink adventure  fantasy TV small low ,3399
3401,binchoutan,"['comedy', ' slice of life']",TV,Binchou-tan,small,moderate, binchoutan comedy  slice of life TV small moderate ,3400
3402,blackjacksorakarakitakodomo,['drama'],OVA,Black Jack: Sora kara Kita Kodomo,tiny,moderate, blackjacksorakarakitakodomo drama OVA tiny moderate ,3401
3403,brothersconflictova,"['harem', ' romance', ' shoujo']",OVA,Brothers Conflict OVA,small,high, brothersconflictova harem  romance  shoujo OVA small high ,3402
3404,buzzerbeater2ndseason,"['action', ' sci-fi', ' shounen', ' sports']",TV,Buzzer Beater 2nd Season,small,moderate, buzzerbeater2ndseason action  sci-fi  shounen  sports TV small moderate ,3403
3405,captaintsubasasekaidaikessenjrworldcup,"['action', ' shounen', ' sports']",Movie,Captain Tsubasa: Sekai Daikessen   Jr  World Cup,tiny,moderate, captaintsubasasekaidaikessenjrworldcup action  shounen  sports Movie tiny moderate ,3404
3406,cheerdanshi,"['school', ' sports']",TV,Cheer Danshi  ,small,high, cheerdanshi school  sports TV small high ,3405
3407,cossettenoshouzou,"['drama', ' horror', ' magic', ' psychological', ' romance', ' supernatural']",OVA,Cossette no Shouzou,small,high, cossettenoshouzou drama  horror  magic  psychological  romance  supernatural OVA small high ,3406
3408,dragonballzzenbumisemasutoshiwasuredragonballz,"['action', ' adventure', ' comedy', ' fantasy', ' martial arts', ' shounen', ' slice of life', ' super power']",Special,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z ,tiny,moderate, dragonballzzenbumisemasutoshiwasuredragonballz action  adventure  comedy  fantasy  martial arts  shounen  slice of life  super power Special tiny moderate ,3407
3409,fushigiyuugieikouden,"['adventure', ' drama', ' fantasy', ' romance', ' shoujo']",OVA,Fushigi Yuugi: Eikouden,small,high, fushigiyuugieikouden adventure  drama  fantasy  romance  shoujo OVA small high ,3408
3410,kindaichishounennojikenbosatsurikunodeepblue,"['mystery', ' shounen']",Movie,Kindaichi Shounen no Jikenbo: Satsuriku no Deep Blue,tiny,low, kindaichishounennojikenbosatsurikunodeepblue mystery  shounen Movie tiny low ,3409
3411,kishintaisengiganticformula,"['mecha', ' sci-fi']",TV,Kishin Taisen Gigantic Formula,small,moderate, kishintaisengiganticformula mecha  sci-fi TV small moderate ,3410
3412,mangasarutobisasuke,"['adventure', ' comedy', ' historical', ' supernatural']",TV,Manga Sarutobi Sasuke,small,low, mangasarutobisasuke adventure  comedy  historical  supernatural TV small low ,3411
3413,minkymomoinyumenikakeruhashi,"['drama', ' shoujo', ' slice of life']",OVA,Minky Momo in Yume ni Kakeru Hashi,tiny,low, minkymomoinyumenikakeruhashi drama  shoujo  slice of life OVA tiny low ,3412
3414,mobilesuitgundammsigloothehiddenoneyearwar,"['mecha', ' military', ' sci-fi', ' space']",OVA,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,small,moderate, mobilesuitgundammsigloothehiddenoneyearwar mecha  military  sci-fi  space OVA small moderate ,3413
3415,monsterstrikemermaidrhapsody,"['action', ' fantasy', ' game']",ONA,Monster Strike: Mermaid Rhapsody,tiny,low, monsterstrikemermaidrhapsody action  fantasy  game ONA tiny low ,3414
3416,overmankinggainer,"['action', ' adventure', ' mecha', ' sci-fi', ' shounen']",TV,Overman King Gainer,small,moderate, overmankinggainer action  adventure  mecha  sci-fi  shounen TV small moderate ,3415
3417,recordertorandoserure,"['comedy', ' school', ' seinen', ' slice of life']",TV,Recorder to Randoseru Re♪,small,high, recordertorandoserure comedy  school  seinen  slice of life TV small high ,3416
3418,samuraiflamenco,"['action', ' comedy', ' parody']",TV,Samurai Flamenco,small,high, samuraiflamenco action  comedy  parody TV small high ,3417
3419,schwarzesmarken,"['action', ' drama', ' historical', ' mecha', ' military', ' sci-fi']",TV,Schwarzesmarken,small,high, schwarzesmarken action  drama  historical  mecha  military  sci-fi TV small high ,3418
3420,shinangyoonshi,"['action', ' fantasy']",Movie,Shin Angyo Onshi,tiny,high, shinangyoonshi action  fantasy Movie tiny high ,3419
3421,superseisyunbrothers,"['comedy', ' josei', ' slice of life']",TV,Super Seisyun Brothers,small,high, superseisyunbrothers comedy  josei  slice of life TV small high ,3420
3422,tenpouibunayakashiayashiayashishinkyoku,"['action', ' drama', ' historical', ' supernatural']",Special,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,small,moderate, tenpouibunayakashiayashiayashishinkyoku action  drama  historical  supernatural Special small moderate ,3421
3423,tesagurebukatsumonoencore,"['parody', ' school', ' slice of life']",TV,Tesagure  Bukatsumono Encore,small,moderate, tesagurebukatsumonoencore parody  school  slice of life TV small moderate ,3422
3424,tsurupikahagemarukun,"['comedy', ' kids']",TV,Tsurupika Hagemaru-kun,medium,low, tsurupikahagemarukun comedy  kids TV medium low ,3423
3425,wellbernomonogatarisistersofwellberzwei,"['adventure', ' fantasy', ' historical', ' romance']",TV,Wellber no Monogatari: Sisters of Wellber Zwei,small,moderate, wellbernomonogatarisistersofwellberzwei adventure  fantasy  historical  romance TV small moderate ,3424
3426,candyboyepisodeex02shiawasekyouyuuriron,"['romance', ' shoujo ai', ' slice of life']",Special,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,tiny,high, candyboyepisodeex02shiawasekyouyuuriron romance  shoujo ai  slice of life Special tiny high ,3425
3427,clampinwonderland,['music'],Music,CLAMP in Wonderland,tiny,high, clampinwonderland music Music tiny high ,3426
3428,daimahoutougeomake,['comedy'],Special,Dai Mahou Touge Omake,small,moderate, daimahoutougeomake comedy Special small moderate ,3427
3429,dearboys,"['drama', ' shounen', ' sports']",TV,Dear Boys,small,high, dearboys drama  shounen  sports TV small high ,3428
3430,dragonballzmovie03chikyuumarugotochoukessen,"['adventure', ' comedy', ' fantasy', ' sci-fi', ' shounen']",Movie,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,tiny,high, dragonballzmovie03chikyuumarugotochoukessen adventure  comedy  fantasy  sci-fi  shounen Movie tiny high ,3429
3431,elhazard2themagnificentworld,"['adventure', ' comedy', ' fantasy']",OVA,El Hazard 2: The Magnificent World,small,moderate, elhazard2themagnificentworld adventure  comedy  fantasy OVA small moderate ,3430
3432,firetripper,"['fantasy', ' sci-fi']",OVA,Fire Tripper,tiny,moderate, firetripper fantasy  sci-fi OVA tiny moderate ,3431
3433,futariwaprecure,"['action', ' comedy', ' fantasy', ' magic', ' shoujo']",TV,Futari wa Precure,small,high, futariwaprecure action  comedy  fantasy  magic  shoujo TV small high ,3432
3434,gingatetsudou999hoshizorawatimemachine,"['drama', ' sci-fi']",Movie,Ginga Tetsudou 999: Hoshizora wa Time Machine,tiny,low, gingatetsudou999hoshizorawatimemachine drama  sci-fi Movie tiny low ,3433
3435,junglebookshounenmowgli,"['adventure', ' drama']",TV,Jungle Book Shounen Mowgli,medium,moderate, junglebookshounenmowgli adventure  drama TV medium moderate ,3434
3436,juubeechan2siberiayagyuunogyakushuu,"['adventure', ' comedy', ' drama', ' martial arts', ' samurai', ' shounen']",TV,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,small,moderate, juubeechan2siberiayagyuunogyakushuu adventure  comedy  drama  martial arts  samurai  shounen TV small moderate ,3435
3437,juushinenbuherotales,"['action', ' fantasy', ' shounen']",TV,Juushin Enbu: Hero Tales,small,high, juushinenbuherotales action  fantasy  shounen TV small high ,3436
3438,kikaider01theanimation,"['action', ' adventure', ' drama', ' mecha', ' sci-fi', ' shounen']",OVA,Kikaider 01 The Animation,small,moderate, kikaider01theanimation action  adventure  drama  mecha  sci-fi  shounen OVA small moderate ,3437
3439,kinnikumaniiseiultimatemuscle,"['action', ' comedy', ' martial arts', ' sci-fi', ' shounen', ' sports']",TV,Kinnikuman II Sei: Ultimate Muscle,small,moderate, kinnikumaniiseiultimatemuscle action  comedy  martial arts  sci-fi  shounen  sports TV small moderate ,3438
3440,kochirakatsushikakukamearikouenmaehashutsujothemovie2ufoshuuraitornadodaisakusen,"['comedy', ' police']",Movie,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai  Tornado Daisakusen,tiny,low, kochirakatsushikakukamearikouenmaehashutsujothemovie2ufoshuuraitornadodaisakusen comedy  police Movie tiny low ,3439
